"relative_path","status","old_exists","clean_exists","old_full_path","clean_full_path","old_size","clean_size","old_modified_utc","clean_modified_utc","old_sha256","clean_sha256"
"src/kc_l/kc/schemas/review_packet.schema.json","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\kc\schemas\review_packet.schema.json","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\kc\schemas\review_packet.schema.json","13789","13789","2026-03-23T00:26:58.7995378Z","2026-03-23T00:26:58.7995378Z","74AD886B385FA1C64EF7A6C27C31AF1E1DAC3BB7ACC4A2C1DAA15803FAD124D3","74AD886B385FA1C64EF7A6C27C31AF1E1DAC3BB7ACC4A2C1DAA15803FAD124D3"
"src/kc_l/kc/supervision.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\kc\supervision.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\kc\supervision.py","12106","12106","2026-03-23T01:06:59.9451191Z","2026-03-23T01:06:59.9451191Z","C57B4DB06D89FF11A4E5232694B696B67312C03363A75794114B330DB09BA9F5","C57B4DB06D89FF11A4E5232694B696B67312C03363A75794114B330DB09BA9F5"
"src/kc_l/kc/validators.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\kc\validators.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\kc\validators.py","16604","16604","2026-03-06T12:39:36.1728465Z","2026-03-06T12:39:36.1728465Z","4223C2C60DEC94F8A6EACAA84F4855AD4FF99EC46A44E12BD5EACD14F9C1B04E","4223C2C60DEC94F8A6EACAA84F4855AD4FF99EC46A44E12BD5EACD14F9C1B04E"
"src/kc_l/knowledge_library/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\knowledge_library\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\knowledge_library\__init__.py","2272","2272","2026-04-01T16:38:04.9849803Z","2026-04-01T16:38:04.9849803Z","AACC3C08DD1EE115CE6C5265EC76CF564CBC43FEA892BABB462BF9C800F24C11","AACC3C08DD1EE115CE6C5265EC76CF564CBC43FEA892BABB462BF9C800F24C11"
"src/kc_l/knowledge_library/access.py","changed","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\knowledge_library\access.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\knowledge_library\access.py","27067","26538","2026-04-01T16:21:50.9795519Z","2026-04-01T23:39:28.0454380Z","FE15C2C600646465F292C9605D122BAF01BBA3F04FAA54AF063ED224DB0E6C85","9A06A4FF5A2602240DE2F308AC03A6D944E994ADC8549B667AC5E0EAB2B6157B"
"src/kc_l/knowledge_library/contracts.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\knowledge_library\contracts.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\knowledge_library\contracts.py","3619","3619","2026-04-01T15:53:52.5678311Z","2026-04-01T15:53:52.5678311Z","69E7B8B59CB14FC95AAFB4DDD84D98C0DAA7F1159086C2A14904C03EB801C3A1","69E7B8B59CB14FC95AAFB4DDD84D98C0DAA7F1159086C2A14904C03EB801C3A1"
"src/kc_l/knowledge_library/grounding_bridge.py","changed","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\knowledge_library\grounding_bridge.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\knowledge_library\grounding_bridge.py","23512","23570","2026-04-01T16:37:48.1260388Z","2026-04-01T23:39:28.0514689Z","53F665E55309A11AF7B1F1D1394678176A33BA9D4035D65E9A1EC1377654C01D","CCFECBA14868B1A006153DD50F8A561D7665AE53BF5F9F1B03933BD7650F94B2"
"src/kc_l/knowledge_library/validation.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\knowledge_library\validation.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\knowledge_library\validation.py","30473","30473","2026-04-01T16:02:27.0502263Z","2026-04-01T16:02:27.0502263Z","169B54A36273192FE65AB7A126A15BE6A1A5B01360D96F12422300900FAEBC01","169B54A36273192FE65AB7A126A15BE6A1A5B01360D96F12422300900FAEBC01"
"src/kc_l/math_salvage/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\math_salvage\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\math_salvage\__init__.py","0","0","2026-03-03T15:30:26.2431123Z","2026-03-03T15:30:26.2431123Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/math_salvage/io.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\math_salvage\io.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\math_salvage\io.py","970","970","2026-03-03T21:58:59.7046760Z","2026-03-03T21:58:59.7046760Z","50AA100BFEFB9AE278AD8D1323F9A1EF6CFCBF717E51FD335412CD6E2E0E553B","50AA100BFEFB9AE278AD8D1323F9A1EF6CFCBF717E51FD335412CD6E2E0E553B"
"src/kc_l/math_salvage/mineru_salvage.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\math_salvage\mineru_salvage.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\math_salvage\mineru_salvage.py","5922","5922","2026-03-03T21:59:31.5462384Z","2026-03-03T21:59:31.5462384Z","C0EB257BF56B847F52F6986AD13C0C6580131A219C500412D1EB3A8B84CE7670","C0EB257BF56B847F52F6986AD13C0C6580131A219C500412D1EB3A8B84CE7670"
"src/kc_l/math_salvage/pipeline.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\math_salvage\pipeline.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\math_salvage\pipeline.py","3730","3730","2026-03-03T22:01:27.2211269Z","2026-03-03T22:01:27.2211269Z","1812FC1335DDFE6ECCFA64680FB49E058775725A12B527C6A27D9A5EF44C501D","1812FC1335DDFE6ECCFA64680FB49E058775725A12B527C6A27D9A5EF44C501D"
"src/kc_l/math_salvage/qc.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\math_salvage\qc.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\math_salvage\qc.py","8810","8810","2026-03-03T22:58:05.7259616Z","2026-03-03T22:58:05.7259616Z","482713EC6B4D085C4F9C4A1CB63EC1E136A7B93C4F4B7AD9EC2B751C33591C71","482713EC6B4D085C4F9C4A1CB63EC1E136A7B93C4F4B7AD9EC2B751C33591C71"
"src/kc_l/parsing/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\__init__.py","0","0","2026-03-01T12:11:44.3801447Z","2026-03-01T12:11:44.3801447Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/parsing/blockstore_builder.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\blockstore_builder.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\blockstore_builder.py","7449","7449","2026-03-01T13:57:31.7297553Z","2026-03-01T13:57:31.7297553Z","757ABFBC8B4369DDD1AB1C8DD4A8BC2AF877B50F3BE4AB914730D2C14BDED3CB","757ABFBC8B4369DDD1AB1C8DD4A8BC2AF877B50F3BE4AB914730D2C14BDED3CB"
"src/kc_l/parsing/docling_layer.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\docling_layer.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\docling_layer.py","8723","8723","2026-03-01T13:16:03.1806061Z","2026-03-01T13:16:03.1806061Z","ECB5A98A1AE7AC1E0518F92602549588EC5935B2434DBEFA16CD46A42C2D9A6B","ECB5A98A1AE7AC1E0518F92602549588EC5935B2434DBEFA16CD46A42C2D9A6B"
"src/kc_l/parsing/mineru_layer.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\mineru_layer.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\mineru_layer.py","8930","8930","2026-03-01T14:16:51.0913765Z","2026-03-01T14:16:51.0913765Z","FC376C43EF17EA8B93095AE32D5F1B6C028FF24E13E514D513D61256F74E6B4E","FC376C43EF17EA8B93095AE32D5F1B6C028FF24E13E514D513D61256F74E6B4E"
"src/kc_l/parsing/page_render.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\page_render.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\page_render.py","1002","1002","2026-03-01T12:16:09.0828731Z","2026-03-01T12:16:09.0828731Z","C4C9550A80C3D2B9937517D2A4F26BFD01D6DB9AE479CEC3836BBB677E6C748B","C4C9550A80C3D2B9937517D2A4F26BFD01D6DB9AE479CEC3836BBB677E6C748B"
"src/kc_l/parsing/pymupdf_layer.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\parsing\pymupdf_layer.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\parsing\pymupdf_layer.py","3262","3262","2026-03-01T12:15:58.9357865Z","2026-03-01T12:15:58.9357865Z","9681AA4A21EC055ADC8F650BB271AA66987FB58A512D5EB9CA920C4A11C093FB","9681AA4A21EC055ADC8F650BB271AA66987FB58A512D5EB9CA920C4A11C093FB"
"src/kc_l/retrieval_gate/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_gate\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_gate\__init__.py","841","841","2026-03-07T15:47:58.3374006Z","2026-03-07T15:47:58.3374006Z","F3748E6C0F450ECF09EAADD07C6C96EC027E5500D914BA61937B1D3852419F38","F3748E6C0F450ECF09EAADD07C6C96EC027E5500D914BA61937B1D3852419F38"
"src/kc_l/retrieval_gate/provenance_normalize.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_gate\provenance_normalize.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_gate\provenance_normalize.py","20747","20747","2026-03-08T11:39:57.6780337Z","2026-03-08T11:39:57.6780337Z","DA6ADA377CC71DAF586CAB92A5D8E4DB112BEC111487647E3DC5FA1B0B67996A","DA6ADA377CC71DAF586CAB92A5D8E4DB112BEC111487647E3DC5FA1B0B67996A"
"src/kc_l/retrieval_gate/role_scoring.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_gate\role_scoring.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_gate\role_scoring.py","6561","6561","2026-03-08T11:47:57.4234862Z","2026-03-08T11:47:57.4234862Z","4DE9A9BDC118ECBE7A98719808978A0BF82FB21F55010DF0729B3E2797283C1F","4DE9A9BDC118ECBE7A98719808978A0BF82FB21F55010DF0729B3E2797283C1F"
"src/kc_l/retrieval_gate/semantic.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_gate\semantic.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_gate\semantic.py","9032","9032","2026-03-08T11:37:53.3758202Z","2026-03-08T11:37:53.3758202Z","3345579277FBBE9BF29350DF2AB425E26A4CD6ABAC3D57FC7DDAC7719D5656C5","3345579277FBBE9BF29350DF2AB425E26A4CD6ABAC3D57FC7DDAC7719D5656C5"
"src/kc_l/retrieval_gate/text_normalize.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_gate\text_normalize.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_gate\text_normalize.py","3485","3485","2026-03-08T11:37:53.3744066Z","2026-03-08T11:37:53.3744066Z","4AA6C42A959A14443C8D0EA551DAAA0184D855495FA798434434D4E436BCEC15","4AA6C42A959A14443C8D0EA551DAAA0184D855495FA798434434D4E436BCEC15"
"src/kc_l/retrieval_rerank/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_rerank\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_rerank\__init__.py","178","178","2026-03-07T15:41:58.6149075Z","2026-03-07T15:41:58.6149075Z","70688B1245FC46EAE6DF342679888A59975E4193FF55A71ED763CC4142014460","70688B1245FC46EAE6DF342679888A59975E4193FF55A71ED763CC4142014460"
"src/kc_l/retrieval_rerank/cross_encoder.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval_rerank\cross_encoder.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval_rerank\cross_encoder.py","7688","7688","2026-03-08T13:27:35.0635256Z","2026-03-08T13:27:35.0635256Z","1A9643483BDA64CF551A1F84335281AB769562699DEB6CDADB8F32F41D37D59C","1A9643483BDA64CF551A1F84335281AB769562699DEB6CDADB8F32F41D37D59C"
"src/kc_l/retrieval/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\__init__.py","0","0","2026-03-04T10:44:49.7819542Z","2026-03-04T10:44:49.7819542Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/backends/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\backends\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\backends\__init__.py","0","0","2026-03-04T10:44:49.8013728Z","2026-03-04T10:44:49.8013728Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/build/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\build\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\build\__init__.py","0","0","2026-03-04T10:44:49.8074259Z","2026-03-04T10:44:49.8074259Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/build/page_patches.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\build\page_patches.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\build\page_patches.py","28532","28532","2026-03-04T14:04:08.4211110Z","2026-03-04T14:04:08.4211110Z","0298B42A2DCDE79F9667E977EC5E55D77DB4E6507B79DC02562D4F7F92A6CE3F","0298B42A2DCDE79F9667E977EC5E55D77DB4E6507B79DC02562D4F7F92A6CE3F"
"src/kc_l/retrieval/schemas/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\schemas\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\schemas\__init__.py","0","0","2026-03-04T10:44:49.8244391Z","2026-03-04T10:44:49.8244391Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/scoring/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\scoring\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\scoring\__init__.py","0","0","2026-03-04T10:44:49.8204389Z","2026-03-04T10:44:49.8204389Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/text/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\text\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\text\__init__.py","0","0","2026-03-04T10:44:49.8268561Z","2026-03-04T10:44:49.8268561Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/retrieval/traces/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\retrieval\traces\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\retrieval\traces\__init__.py","0","0","2026-03-04T10:44:49.8289494Z","2026-03-04T10:44:49.8289494Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/runtime/__init__.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\__init__.py","","1627","","2026-04-01T23:36:25.9701366Z","","C5BC31B1585E10F58A83F2D28A1375040450B454CE566E33D98B120DBFC0632B"
"src/kc_l/runtime/layout.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\layout.py","","2843","","2026-04-01T23:36:25.9646137Z","","27B112A3424029B930F34F9D7052B6EC4858CFEE42DDC6AC2061DD5397FD3F49"
"src/kc_l/runtime/library_state.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\library_state.py","","3870","","2026-04-01T23:36:25.9671256Z","","C08A0761DFC1CFC1858BCE822D4F353CEC24C88140F0D27AD60E4E230DB3C759"
"src/kc_l/runtime/main_quest_config.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\main_quest_config.py","","7214","","2026-04-01T23:38:07.9426074Z","","2A1971B9BEB4C798D0A3CB5085F7D602714BF20288EA67BF1180A83AC7E4DCFD"
"src/kc_l/runtime/operator_stages.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\operator_stages.py","","12285","","2026-04-02T00:03:43.2337027Z","","BA1DF15F10574D21F5F8E58AB79847EF41C949F59439CE8B802C048F9E645B0C"
"src/kc_l/runtime/schema_profiles.py","clean_only","False","True","","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\runtime\schema_profiles.py","","4218","","2026-04-01T23:36:25.9691371Z","","9EA645E530BB84F559CE9B95B2ED81BF4B51D0811240CE5432C11848F9E32864"
"src/kc_l/topic/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\topic\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\topic\__init__.py","102","102","2026-04-01T12:17:32.9757332Z","2026-04-01T12:17:32.9757332Z","7209170183123EE748E0668345861924CA48189A12CE9730B8E07E13A189C104","7209170183123EE748E0668345861924CA48189A12CE9730B8E07E13A189C104"
"src/kc_l/topic/minimal_draft.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\topic\minimal_draft.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\topic\minimal_draft.py","18318","18318","2026-04-01T12:31:01.7122271Z","2026-04-01T12:31:01.7122271Z","5CAA46472B69EC8AE3E734CFD4B206B50E1DBFB22FA005556EBAE6A1AFA310FD","5CAA46472B69EC8AE3E734CFD4B206B50E1DBFB22FA005556EBAE6A1AFA310FD"
"src/kc_l/utils/__init__.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\__init__.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\__init__.py","0","0","2026-02-28T21:12:58.3744713Z","2026-02-28T21:12:58.3744713Z","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855"
"src/kc_l/utils/fs.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\fs.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\fs.py","817","817","2026-03-01T12:14:27.5570312Z","2026-03-01T12:14:27.5570312Z","E93DDDA812E22B3FF742DCC664461B6942EEDFDB6AC7FBDD304327D299EBB6EB","E93DDDA812E22B3FF742DCC664461B6942EEDFDB6AC7FBDD304327D299EBB6EB"
"src/kc_l/utils/hash.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\hash.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\hash.py","631","631","2026-03-01T12:14:35.2786605Z","2026-03-01T12:14:35.2786605Z","547F7690EF8A9A7234C99E4DEEEAE6647F516D27571A9CEBD551330E9F6CFDAC","547F7690EF8A9A7234C99E4DEEEAE6647F516D27571A9CEBD551330E9F6CFDAC"
"src/kc_l/utils/hashing.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\hashing.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\hashing.py","326","326","2026-02-28T21:14:49.7510818Z","2026-02-28T21:14:49.7510818Z","BC335E69E17687947920D3978CCB6374554A226E12ECD753D7109D8CA848C0B6","BC335E69E17687947920D3978CCB6374554A226E12ECD753D7109D8CA848C0B6"
"src/kc_l/utils/json_io.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\json_io.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\json_io.py","1487","1487","2026-03-10T00:52:21.1970173Z","2026-03-10T00:52:21.1970173Z","724A53DC1A454AF6BE209688A97B356D81C41E0580E7DD0EBF1B4AC9624FD61D","724A53DC1A454AF6BE209688A97B356D81C41E0580E7DD0EBF1B4AC9624FD61D"
"src/kc_l/utils/kc_step67_model_drafting.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\kc_step67_model_drafting.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\kc_step67_model_drafting.py","146366","146366","2026-03-30T09:46:13.7569168Z","2026-03-30T09:46:13.7569168Z","63980F56B5A0ECD6498CFE5C46FFA221C280042EC51500F067D4A7F04DF1C012","63980F56B5A0ECD6498CFE5C46FFA221C280042EC51500F067D4A7F04DF1C012"
"src/kc_l/utils/ollama_json.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\ollama_json.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\ollama_json.py","3634","3634","2026-03-28T15:09:50.8718959Z","2026-03-28T15:09:50.8718959Z","82BDB4451D6AEE4507A1B411D729F1821A0E43275BA3729D57275C4553EA398E","82BDB4451D6AEE4507A1B411D729F1821A0E43275BA3729D57275C4553EA398E"
"src/kc_l/utils/subprocess_run.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\subprocess_run.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\subprocess_run.py","1060","1060","2026-03-01T12:14:47.8217648Z","2026-03-01T12:14:47.8217648Z","A45A045F18A79C533EFA719ACD26A8889D53BA05D3E01533299CA5005D0AC602","A45A045F18A79C533EFA719ACD26A8889D53BA05D3E01533299CA5005D0AC602"
"src/kc_l/utils/time.py","same","True","True","R:\Thesis Project\KC_L v2 - Copy\src\kc_l\utils\time.py","R:\Thesis Project\KC_L v2 - Cleaner\src\kc_l\utils\time.py","353","353","2026-03-01T12:14:41.1000408Z","2026-03-01T12:14:41.1000408Z","304980E68D77B02131408B48CF894BF5129865726538736566CA3FF71878D0F3","304980E68D77B02131408B48CF894BF5129865726538736566CA3FF71878D0F3"
"step6_6_full128_model_rewrite_2026-03-27.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_6_full128_model_rewrite_2026-03-27.yaml","","3251","","2026-03-27T23:18:10.1534602Z","","6E685B69B371E4EF2B2947A1979C4A0F3F174120596E2BC86B29C0FF3F11A536",""
"step6_6_full128_source_faithfulness_repair_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_6_full128_source_faithfulness_repair_2026-03-28.yaml","","3251","","2026-03-27T23:18:10.1534602Z","","6E685B69B371E4EF2B2947A1979C4A0F3F174120596E2BC86B29C0FF3F11A536",""
"step6_6_full128_step67_hardening_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_6_full128_step67_hardening_2026-03-28.yaml","","3251","","2026-03-28T19:54:12.4070167Z","","6E685B69B371E4EF2B2947A1979C4A0F3F174120596E2BC86B29C0FF3F11A536",""
"step6_7_full128_balance_repair_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_balance_repair_2026-03-28.yaml","","753","","2026-03-28T13:54:22.2262008Z","","CCF88D3E953C7F469149728BE8A8B6D55B81299A6E2C2BE7598DBFA20DD72B35",""
"step6_7_full128_balance_repair_retry_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_balance_repair_retry_2026-03-28.yaml","","753","","2026-03-28T15:11:00.6987294Z","","CC9C3AB8686715C2FF8073353510A77C3F9EC06C60EB1E82C0C0E064312F86D7",""
"step6_7_full128_definition_admissibility_repair_2026-03-30.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_definition_admissibility_repair_2026-03-30.yaml","","1035","","2026-03-30T09:49:19.6888872Z","","FFD39980446542AF9974E3F023E46B067780D1FA74911771C3D2C837596B4EE9",""
"step6_7_full128_field_stability_approve_provenance_repair_2026-03-30.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_field_stability_approve_provenance_repair_2026-03-30.yaml","","1035","","2026-03-29T22:15:03.0660490Z","","88B0ACDABDC3F64C455B25FD8B36480F8EE55D57996D9DBA8D3847774D11F5CF",""
"step6_7_full128_model_rewrite_2026-03-27.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_model_rewrite_2026-03-27.yaml","","753","","2026-03-28T00:21:19.4478885Z","","97338587169CD7E4DA05D3DC6BFB3925FEED7637A601452957118C1A61129AFB",""
"step6_7_full128_narrow_source_faithfulness_hardening_2026-03-29.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_narrow_source_faithfulness_hardening_2026-03-29.yaml","","919","","2026-03-29T12:56:58.4425302Z","","F629CE143E07B49BE0C6A5B3CF0DF7218C4B14515FEB5D5732072B6E58A4F84D",""
"step6_7_full128_scope_redesign_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_scope_redesign_2026-03-28.yaml","","753","","2026-03-28T12:13:08.8110830Z","","72CB5FDE320BD1993F7C7CC39360B40709FE6D4502238CFBA14518BDE4FAF86E",""
"step6_7_full128_source_faithfulness_repair_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_source_faithfulness_repair_2026-03-28.yaml","","889","","2026-03-28T17:32:54.3789408Z","","6B9DEC17518B4F20E8D0BC1DFE3688E57D099ED7917AEEAC3C378762D12648F7",""
"step6_7_full128_step67_hardening_2026-03-28.yaml","old_only","True","False","R:\Thesis Project\KC_L v2 - Copy\step6_7_full128_step67_hardening_2026-03-28.yaml","","919","","2026-03-28T19:54:45.4997661Z","","F629CE143E07B49BE0C6A5B3CF0DF7218C4B14515FEB5D5732072B6E58A4F84D",""
